@relation 'Clasfication2Weka-weka.filters.unsupervised.attribute.StringToWordVector-Rfirst-last-W1000-prune-rate-1.0-N0-stemmerweka.core.stemmers.NullStemmer-stopwords-handlerweka.core.stopwords.Null-M1-tokenizerweka.core.tokenizers.WordTokenizer -delimiters \" \\r\\n\\t.,;:\\\'\\\"()?!\"-weka.filters.unsupervised.attribute.NominalToString-C2-weka.filters.unsupervised.attribute.NumericToBinary-R5-last-weka.filters.unsupervised.attribute.NumericToNominal-R53'

@attribute Id numeric
@attribute Description string
@attribute 'Initiative status' {'In progress',Pilot,Live,Research}
@attribute TherapeuticArea {Breast,Lung,Ophtha,Liver,'Alzheimers Disease',Haemophilia}
@attribute Prevention_binarized {0,1}
@attribute Unwellness_binarized {0,1}
@attribute Prediagnosis_binarized {0,1}
@attribute Treatment_binarized {0,1}
@attribute 'Maintain life_binarized' {0,1}
@attribute End_of_life_support_binarized {0,1}
@attribute Be_up_to_date_HCP_binarized {0,1}
@attribute 'Manage_and_treat_ my_patient_HCP_binarized' {0,1}
@attribute Advance_medical_science_HCP_binarized {0,1}
@attribute Manage_my_business_HCP_binarized {0,1}
@attribute Digital_Health_Solution_Dig_cat_binarized {0,1}
@attribute Information_Dig_Cat_binarized {0,1}
@attribute Service_Dig_Cat_binarized {0,1}
@attribute Arabic_binarized {0,1}
@attribute Bosnian_binarized {0,1}
@attribute Bulgarian_binarized {0,1}
@attribute Chinese_binarized {0,1}
@attribute Croatian_binarized {0,1}
@attribute Czech_binarized {0,1}
@attribute Danish_binarized {0,1}
@attribute Dutch_binarized {0,1}
@attribute English_binarized {0,1}
@attribute Estonian_binarized {0,1}
@attribute Finnish_binarized {0,1}
@attribute French_binarized {0,1}
@attribute German_binarized {0,1}
@attribute Greek_binarized {0,1}
@attribute Hebrew_binarized {0,1}
@attribute Hungarian_binarized {0,1}
@attribute Indonesian_binarized {0,1}
@attribute Italian_binarized {0,1}
@attribute Korean_binarized {0,1}
@attribute Latvian_binarized {0,1}
@attribute Lithuanian_binarized {0,1}
@attribute Macedonian_binarized {0,1}
@attribute 'Multiple Languages_binarized' {0,1}
@attribute Norwegian_binarized {0,1}
@attribute Polish_binarized {0,1}
@attribute Portuguese_binarized {0,1}
@attribute Romanian_binarized {0,1}
@attribute Russian_binarized {0,1}
@attribute Serbian_binarized {0,1}
@attribute Slovakian_binarized {0,1}
@attribute Spanish_binarized {0,1}
@attribute Swedish_binarized {0,1}
@attribute Thai_binarized {0,1}
@attribute Turkish_binarized {0,1}
@attribute Vietnamese_binarized {0,1}
@attribute GlobalRollout {0,1}

@data
348,'Why was it developed Enhance the classical biomarker assays with useful digital solutions like algorithms for a more comprehensive solution feeling with direct promotional impact on assay and the assay salesProvides the technical solution on how to deliver algorithms to our customers lab as an ecosystemplatform to bring together algorithms from a diverse places not all built by ourselves currently thinking about 10 as they cost millions to build in multiple disease areas  GAAD GALAD should be Pilot there if possibleWhats the status In development MVP Pilot launch in December 1215 Pilot customers in 2022 based on algo opportunitiesIntended use Algos currently used when physicians are not sure or algos helping with the guidelines applying them rather than reading a book Algosuite is without patient info  truly demasked nonidentifiable no patient ID no nothingThey could be integratedrun on the EHR > click on calculate and its run on the EHR data Its important to have it CE marked and show studies and literature for clinicians WHY the outcome looks like this> customer base is the CLINICIAN AND the LAB both as maybe only the lab cares or only the clinician cares in some countries this shifts is different> sell to clinicians or labs or bothAlgosuite has to be right in the face of the physician either via phone or within their inhouse applicationsWhere is it Piloted in Herzzentrum Leipzig around heart algos test for GAADGALAD in Hannover In progress','In progress',?,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
349,'Why was it developed To explore a OneRoche in liver approach and identify use cases for integrated digital solutions to help along the HCC care pathway in China linking GAADGALAD with A+T in HCC treatmentWhat is the status unclear seems stoppeddormant at the momentIntended use 3 distinct use cases collecting patient data to provide doctors a more complete patient picture more effectively providing insights to treating physicians about patients and providing insights and calculate scenarios on how patients will progress on different treatment regimens Where is it Piloted In progress established with KOLs in China currently not persued','In progress',?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,'Why was it developed Improve the overall quality of care and outcome for early chronic liver disease patients from early disease screening until HCC surveillance in countylevel care facilities Whats the status Early In progress initiated with external 3rd party provider and hospitals leveraging available appsmethodologies from KOL to see how these digital tools can add valueIntended use Patient selfmanaging applications with dashboard for secondary care physicians to assess liver disease risk early on A mix of HWS Patient Data Management and Data Insights tool somewhat similar to the Smart Health Companion in Italy Where is it Piloted China GUANGZHOU region','In progress',?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,'Why was it developed Help physicians to determine optimal treatment incl latest guidelines for complicated HCC patients and identify the optimal patients for A+T treatment regimen  Whats the status Early In progress initiated with external 3rd party provider and hospitals leveraging available appsmethodologies from KOL to see how these digital tools can add valueStandalone 3rd party solution during In progress idea to integrate into OPJ once OPJ platform is established and In progress has proven to workIntended use Learn how to best use CDSS to improve the standard of care and improve OS in HCCWhere is it Piloted China GUANGZHOU region','In progress',?,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,'Monitored HCC Wiki platform to foster peerexchange for doctors working in MDT in HCC field to advance knowledge buildup ie in surgeons Physicians can share latest updates of treatments and diagnostics of HCC can share documents and discuss casesEditorial board of independent HCC KOLs compensated by Roche that monitor and initiate exchange Roche finances platform but has no access to platform and does not provide any contentopinion this seems to be appreciated by physiciansIn contrast  on lung platform in Italy Roche contributes with content marketing material while physicians have a secure corner without Roche access ','In progress',?,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,'Shape a patient centric ecosystem powered by Digital Integrated Solutions with the potential to expand and augment our current business modelsin partnership with healthcare ecosystem players Plug and play technology that can easily be built into a patient supporting echosystem tool that facilitates the patient journey and recommendsintegrates different tools and services depending on where the patient is on the patient journey Can be developed without Roche brand and given over to PAG Discussion ongoing on whether this should be made available for ILCN','In progress',?,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,'Nasdaqlisted 111 a Chinese healthcare platform has entered into a strategic cooperation agreement with Jiangsubased drug RandD firm Suzhou Zelgen Biopharmaceuticals Co to build a virtual platform for liver cancer patients111 claims that its upcoming online disease management platform will offer liver cancer patients with integrated services including online consultations and information on diseases medications and therapiesAdditionally this latest partnership will see Zelgens flagship product Zeprosyn € a drug for treating unresectable hepatocellular carcinoma marketed through the platform ','In progress',?,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
355,'Proposal Data as Currency  develop infrastructure  ecosystem to allow patients and providers to collect and give access to their own data in order to receive discounts on therapyProblem being solved is  Need for more innovative funding solutions to provide more patients access to innovative diagnostics and pharmaceuticals in a sustainable way for payors budgets','In progress',?,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,'Global Liver Institute GLI the worldwide leader in liver health advocacy is pleased to announce a partnership with NutriStyle Inc to offer NutriStyles personalized nutrition app to people living with liver disease diabetes and other chronic conditions or who want to maintain good liver health The NutriStyle app will create personalized meal plans to meet the specific requirements set out by GLI nutritional advisors for people with NASH or general interest in liver health ','In progress',Liver,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,'LiverSync has been designed for patients with advanced liver disease their carers and their doctors to help detect early signs of brain function decline in those at risk of developing hepatic encephalopathy','In progress',?,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,'We recognised that at times patients are often faced with a bewildering medical pathway and many unanswered questions Our aim has been to overcome this and to empower these patients by giving them the information they need at any time and from anywhere so that they can engage in their own careBy utilising existing mobile app technology to develop a series of information apps We have created a uniquely intuitive user experience that revolutionises the way patients interact with their healthcare professionals',Live,?,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,'CirrhoCare is a novel multimodal monitoring system designed specifically for managing decompensated cirrhosis patients in a nonclinical setting CirrhoCare algorithms assimilate data from multiple homemonitored sensed and patient personalised variables and use this for assisted early diagnosis of cirrhosis complications € eg hepatic encephalopathy and ascites As one hepatologist put it it is like doing a ward round with the patients in the comfort of their own homes','In progress',?,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,'Remote monitoring and treatment of NAFLDObesity is a major cause of chronic liver disease and along with alcohol use accounts for the majority of cases with nonviral aetiologies In the prefibrosis stage of the disease many people are even unaware they have it and primary objective is simply weight loss There are currently dozens of apps and programs that aim to address obesity and lifestyle issues that could be of benefit in early stages of NonAlcoholic Fatty Liver Disease NAFLD However our focus is on later stages of the disease where comorbidities are common and other complications set in',Pilot,?,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,'Vinehealth is a digital ecosystem combining behavioural science and AI artificial intelligence to deliver personalised support to improve cancerrelated quality of life and clinical outcomesVinehealths patientfacing mobile app delivers personalised Trustspecific support to patients using evidencebased information to deliver medication reminders clinical alerts behavioural nudges and psychological supportThis improves patient experience and selfmanagement and enables patients to easily log and transfer PROMs data to clinicians PROMs data collection allows clinicians to see preempt and rapidly address clinical deteriorations The Vinehealth platform can programme in any bespoke PROMs and questionnaires that may be wanted by a service including holistic needs assessments HNAs and red flag questionnaires as well as validated tools such as European Organisation for Research and Treatment of Cancer EoRTC QLQC30 to be delivered to patients at the required frequency',Pilot,?,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,'This free app is of assistance for people living with viral hepatitis and other liver conditions This selfmanagement tool helps people improve their liver health navigate the steps involved in ongoing care and stay engaged with healthcare professionalsThe new LiverWELL app has added functions which make it even easier to manage your liver healthFeaturesInstant free download from Apple Store and Google Play so information can be recorded on the spot even while meeting with health care professionalsNavigate the app in English Arabic Burmese Simplified Chinese Thai and VietnameseCreate reminders for medications with prompts for names of common medicationsSchedule your upcoming medical appointments and see a record of past appointmentsAdd your test results track and graph them to compareUpload your own scans and photos in ResultsRadiologyUse the new Notes function to keep your liver health notes all in one placeSee uptodate information about liver health news events and get the enewsletterLink to selfmanagement guides on eating drinking exercise and feeling wellPrivacy is assured as your information is contained within your app and not shared or saved elsewhere',Pilot,?,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,'Rate the severity and bother of each symptom CTCAE based though 10 specific chemotherapyrelated symptoms questionnaires Patients will immediately receive automated evidencebased selfcare advice on the basis of their symptom reports',Pilot,?,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,'CANKADO provides the environment to build drugtailored digital treatment support solutions called referred to as CompanionAPPs This environment allows physicians to support all patients under any treatment within one system Solution contains Patient and Physician connection Drug and symptom checker Apps and devices AIdriven decision supportand Multilingual support',Pilot,?,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,'Carevive is the only company offering an EHRintegrated cancer care management platform to improve cancer patient outcomes  Automated personalized care plans for patients regarding self care cancer center resources and emergency guidance are generated at any stage of the cancer care continuumFunctionality include Patient risk stratification€¹ Shareddecision making€¹€¹ IOM Care Management Plans€¹ Advance care planningadvance directives€¹ Clinical trial matching ePROs€¹ Symptom triage support€¹ Survivorship care plans Remote recurrence monitoring Population health management€¹ Continuous practice improvement',Pilot,?,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
366,'It is a personalized mobile application that empowers and support you and your caregivers throughout your whole journey for the best possible outcomes Information connection support access',Pilot,?,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,'Capturing and Analyzing Sensor and SelfReport Data for Clinicians and Researchers COMPASS is an electronic health eHealth platform designed to improve cancer care delivery through passive monitoring of patientshealth status and delivering customizable reports to clinicians Based on data from sensors and contextdriven administration of patientreported outcome PRO measures key indices of patientsfunctional status can be collected between regular clinic visits supporting clinicians in the delivery of patient care',Live,Liver,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,'Moovcare improves survival by 76mths as digital therapeutic by monitoring patient symptoms on a weekly basis and alerting medical teams to the first signs of an anomaly  allowing for early intervention when the likelihood of successful treatment is highest','In progress',?,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,'Noona is a patient outcomes management solution designed to engage patients in their care with realtime symptom reporting and monitoring streamlined clinical workflows to promote evidencebased care and access to rich data insights for better management and ongoing assessment over the course of care',Pilot,?,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
370,'Oncokompas is an online selfmanagement tool with which patients and their partners canindependently monitor their quality of life at home Based on their scores theyimmediately receive a personal explanation in Oncokompas about the various domains of their quality of lifeand advice about aftercare',Pilot,?,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
371,'LIVERFASt€ž is a blood based diagnostic test that combines 10 biomarkers and algorithm technology to determine the fibrosis activity and steatosis stages of the liver',Pilot,?,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,'Electronic patientreported utcome collected electronically targeting NAFLD and NASH population by Fibronostics no diagnosis treatment guidance or suggestions included',Pilot,?,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
373,'In this study we thus gathered a team of well experienced hepatologists and AI scientists at our centre and developed a CDSS algorithm that can recommend optimal initial treatment for patients with HCC and predict the overall survival OS of patients after treatment based on our centres experiences',Pilot,?,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,'Interactive CirrODS prototype that displays an alert when existing electronic data indicate a patient is at risk for cirrhosis The tool consists of two primary frames presenting relevant patient data and allowing recommended evidencebased tests and treatments to be ordered and categorized Physicians viewed the tool positively and suggested that it would be most useful at the time of admission When using the tool the clinicians placed fewer orders than they placed when not using the tool but more of the orders placed were considered to be high priority when the tool was used than when it was not used The physiciansratings of CirrODS indicated above average usability',Research,?,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,'Owkin has developed a strong expertise in HCC through collaborations with leading academic institutions Owkin is federating a unique Research Ecosystem to bring academic and pharmaceutical industry researchers together Here the companys proprietary infrastructure and artificial intelligence AI technologies enable researchers to train machine learning ML models on distributed data at scale across multiple medical institutions without centralizing the data Owkin safeguards patient data and privacy All data remains protected and adheres to data governance frameworks data does not move only algorithms travel through remote access and executionIn these institutions we focus our work on accessing fitforAI highquality researchgrade HCC cohorts with access to rich raw data radiology digital pathology genetics and longitudinal clinical followups curated by the best medical experts in their fields Knowing the hidden secrets and biases within a dataset asking the right question providing annotations and interpretations of the results these skills are as important as the data itself Prediction of prognosis from whole slide images € read about HCCInterpret and HCCExpert models in HepatologyLiver segmentation and lesion detection from ultrasounds € see Owkins paper following its winning entry in the JFR 2018 competitionPrediction of response to treatment € ongoing projects leveraging radiomics on MRI and CTScan data',Research,?,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,'Digital Health Tool to measure cognitive functions The objective is to support case finding in the primary care setting The assessment can be done in about 5 minutes in a doctors office and can be performed on an iPad ',Research,?,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
377,'LETHE will establish novel digital biomarkers for early detection of risk factors based on unobtrusive ICTbased passive and active monitoring The aim is to establish a digitalenabled intervention for cognitive decline prevention The affiliate is trying to participate in a Horizon 2020 project focused on development of novel digital biomarkers for use in memory clinics to deal with memory clinic resource constraints Roches participation is supportive in nature as the memory clinics are key stakeholders in Austria who will push for the adoption of certain digital assessment tools at the PCP Participation is not a guarantee and any negotiation for a business model will be difficult as this is run by lots of public instituitions ',Research,'Alzheimers Disease',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,'Braincheck provides a digital health solution that can be done remotely or can be administered by a technician at the PCP office The collaboration will involve a Pilot to validate the German language version of the app in Austria that will faciliate CE marking of Brainchecks solution ',Research,'Alzheimers Disease',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,'This is a tool aimed at caregivers and patients already diagonsed with AD  It is more of a lifestyle app where the PWA can train memory and look at pictures and figure out who is who Seen as an add on to Gant to differentiate the product from competitors ',Pilot,'Alzheimers Disease',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,'About Craniometrix A team of Harvard and Yale scientists are building am Alzheimers care platform that will work from diagnostics to 247 doctors oncall to caregiver support  Roche is in conversation with Craniometrix to determine if their solution could be deployed across the LATAM region A business case is being worked on The solution is ready to use however as he majority of countries in LATAM speak spanish the solution needs some additional configurations and translation into to Spanish',Research,'Alzheimers Disease',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,'Canary Speech is conducting research to advance the use of digital vocal biomarkers to assess and track mental wellbeing and diseases such as Alzheimers Disease PTSD and Mild Cognitive Impairment MCI',Research,'Alzheimers Disease',0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
382,'Key Objectives 1 To generate evidence for the utilization of AIdriven prognostic insights within primary care practices 2 To evaluate this tools potential impact on clinical managementLong term outcome Provide a tool to PCPs to aid in the clinical management of atrisk patients earlier in the diseases evolution Integrate this solution into practice in order to change clinician behaviour around early Alzheimers patients Opportunity to explore Roches role in the later stages of the project including regulatory approval of  medical device with Perceiv ',Research,'Alzheimers Disease',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
383,'Create a novel webbased platform for patients with cognitive difficulties to help engage triage and support patients prior to a comprehensive virtual assessment  Dr Morris Freedman will conduct comprehensive diagnostic process virtually with the assistance of the patients GP This is part of a larger project to incorporate AI to help assess newly referred patients and allow us to serve them more quickly Long term outcome Accelerate timely diagnosis for demonstration project cohort of patients create and evaluate a model that can be expanded and adapted by other centres',Pilot,'Alzheimers Disease',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,'Digital Tool aiding in early diagnosis and Comprehensive Care Develop a digital too and pathway for primary care teams that assists them in distinguishing early typical aging from early MCI specifically diagnosing AD among patients with MCI and following through with appropriate next steps and patient management Three provinces will be engaged  BC ON Alberta in the Pilot phase ',Research,'Alzheimers Disease',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,'BRAINMR algorithm to monitoring the side effect og ARIA E and ARIA H from Gant With a public private collaboration between HerlevGentofte hospital Siemens Healthineers Ai test center we test machine learning methods in side effects monitoring in AD treatment based on a protocol developed together with the scientific communicy within AD treatmen BrainMR was developed in MS now we want to see if it can be adapted with a new protocol ARIA E e H Contract with an Innovation Consortium This is a study and a PhD associated with it to understand the health economics It tackles the capacity issues of Radiologits and Neurologists Early stage to be clinically validated test users','In progress','Alzheimers Disease',0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,'Cognitive assessment tool visual memory tool developed at Stanford Used in Greece 3 meetings with them in a dialogue base',Pilot,'Alzheimers Disease',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,'Their product icobrain dm supports a more confident diagnosis of patients with cognitive impairment DK had a couple of meetings to understand if they could a potential partner in the CLIC project Siemens Healtheneirs',Research,'Alzheimers Disease',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,'ICOPE Integrated care for older people The ICOPE Guidelines provide recommendations based on the best available evidence on what works to prevent slow or reverse declines in the physical and mental capacities of older people Solution proposed by the WHO and focused on well aging and prevent functional decline in the elderly done alone or with HCP This solution is already used in Occitania and 4 other regions expanding nationally in France The tool is like a decision support tool for elderly patients The physician goes through a series of tests with the patients including some about memorycognitive function Then based on the results he gets some treatmentactions recommendation to then give the patient',Research,'Alzheimers Disease',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,'An application with neurocognitive tests to assess the memory of subjects with cognitive complaints 810min with HCP Application is being studied on 2000 people  in French and English On 150 patients Sensitivity 86\% and Specificity 90\%',Research,'Alzheimers Disease',0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
390,'An application with neurocognitive tests to screen cognitive impairment 2030min with HCP Application is being studied on 129 people  Sensitivity 953\% Specificity 908\%',Research,'Alzheimers Disease',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,'The collaboration is aimed at providing PCPs with an easy to use preliminary diagnosis tool If a PCP suspects AD the tool can be easily administered  This strengthens the primary care first diagnosis and increases the quality of triage done before patients are referred to memory clinics The collaboration would be to generate evidence that convinces payors to reimburse the solution and to collect data that convinces memory clinics of its utility so that memory clinicals will convince PCPs to adopt the solution ',Research,'Alzheimers Disease',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,'This collaboration aims to tackle the question What can I as a patient do to prepare  prevent AD? Using a patient engagement tool for lifestyle assessment followed by coaching to prevent MCI and address lifestyle risks The tool consists of an app that has games and questionnaires that generate a risk score There will also be a coaching educational corner that is related to the risk score The app will be enriched with more games In 2023 telemedicine will be added on and coaching for things like nutrition will be included It is a codevelopment collaboration in which ROXhealth funds development of the app by providing money and 200 hours of expertise via a milestone based contract A revenue share model has been agreed upon ',Pilot,'Alzheimers Disease',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,'This is a Rox Health Spin Out The aim is to build a community of people that want to keep the brain active by building solutions to engage with others Different approach to 5 lives  Here a clinician neurologist and preventologist  had an idea So Rox hired an entrepreneur in residence to develop the idea The work is in the Prototype stage Rox provided seed money  The tool has high test  retest reliability There are notraining effects ie you cannot cheat the system',Pilot,'Alzheimers Disease',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,'Cognitive stimulation therapy for secondary prevention DK initially spoke to Brain+ and handed over conversation to ROX health A signed agreement was orchestrated by ROX health eventually between Germany and Brain+ As Brain+s focus shifted from early detection CST cognitive stimulation therapy Denmarks interest in Brain+ waned In 2022 Brain+ may be reconsidering their focus on early detection and so the Danish affiliate is in early converstaions with them again ',Research,'Alzheimers Disease',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,'Solution for Speech based cognitive assessment ',Pilot,'Alzheimers Disease',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
